Name,FullName,URL,Description,Size(KB),IsFork,Created,Updated,Language,Forks,Topics,BranchesURL,CollaboratorsURL,Mined,Selected
orca4,clydemcqueen/orca4,https://github.com/clydemcqueen/orca4,"ROS2 AUV based on the BlueROV2, ArduSub and Navigation2",6903,False,2022-06-17T17:19:28Z,2024-07-05T00:15:38Z,C++,17,[],https://api.github.com/repos/clydemcqueen/orca4/branches{/branch},https://api.github.com/repos/clydemcqueen/orca4/collaborators{/collaborator},yes,yes
safe_drive,tier4/safe_drive,https://github.com/tier4/safe_drive,safe_drive: Formally Specified Rust Bindings for ROS2,5806,False,2022-05-18T05:14:27Z,2024-07-05T05:29:37Z,Rust,12,[],https://api.github.com/repos/tier4/safe_drive/branches{/branch},https://api.github.com/repos/tier4/safe_drive/collaborators{/collaborator},yes,no
Lslidar_ROS2_driver,Lslidar/Lslidar_ROS2_driver,https://github.com/Lslidar/Lslidar_ROS2_driver,,366,False,2022-03-30T02:54:34Z,2024-06-13T11:15:42Z,,15,[],https://api.github.com/repos/Lslidar/Lslidar_ROS2_driver/branches{/branch},https://api.github.com/repos/Lslidar/Lslidar_ROS2_driver/collaborators{/collaborator},yes,no
ros2_pytorch,klintan/ros2_pytorch,https://github.com/klintan/ros2_pytorch,ROS2 PyTorch template node - running PyTorch C++ models in ROS2,42345,False,2019-04-09T07:28:56Z,2024-06-02T19:45:59Z,C++,6,[],https://api.github.com/repos/klintan/ros2_pytorch/branches{/branch},https://api.github.com/repos/klintan/ros2_pytorch/collaborators{/collaborator},yes,no
ros2_mindvision_camera,chenjunnn/ros2_mindvision_camera,https://github.com/chenjunnn/ros2_mindvision_camera,ROS2 MindVision 相机包,8659,False,2022-02-15T08:01:46Z,2024-06-03T19:46:54Z,C,12,[],https://api.github.com/repos/chenjunnn/ros2_mindvision_camera/branches{/branch},https://api.github.com/repos/chenjunnn/ros2_mindvision_camera/collaborators{/collaborator},yes,yes
dig-into-ros2,ZhenshengLee/dig-into-ros2,https://github.com/ZhenshengLee/dig-into-ros2,"深入理解ROS2, 施工中.",53549,False,2022-11-06T09:41:42Z,2024-06-26T16:11:37Z,,10,"['comprehensive-guide', 'documentation', 'ros2']",https://api.github.com/repos/ZhenshengLee/dig-into-ros2/branches{/branch},https://api.github.com/repos/ZhenshengLee/dig-into-ros2/collaborators{/collaborator},yes,no
action-ros-ci,ros-tooling/action-ros-ci,https://github.com/ros-tooling/action-ros-ci,Github Action to build and test ROS 2 packages using colcon,25894,False,2019-10-18T01:54:46Z,2024-07-04T15:28:25Z,TypeScript,52,"['ci', 'colcon', 'ros2', 'testing']",https://api.github.com/repos/ros-tooling/action-ros-ci/branches{/branch},https://api.github.com/repos/ros-tooling/action-ros-ci/collaborators{/collaborator},yes,no
magician_ros2,jkaniuka/magician_ros2,https://github.com/jkaniuka/magician_ros2,ROS 2 control stack for Dobot Magician educational manipulator.,18817,False,2023-10-05T22:56:43Z,2024-06-28T10:08:05Z,Python,10,"['dobot', 'educational-robot', 'manipulator', 'robotics', 'ros2', 'ros2-humble']",https://api.github.com/repos/jkaniuka/magician_ros2/branches{/branch},https://api.github.com/repos/jkaniuka/magician_ros2/collaborators{/collaborator},yes,yes
pymoveit2,AndrejOrsula/pymoveit2,https://github.com/AndrejOrsula/pymoveit2,Basic Python interface for MoveIt 2 built on top of ROS 2 actions and services,178,False,2021-12-13T23:07:48Z,2024-07-02T17:26:05Z,Python,43,"['moveit2', 'python', 'robotics', 'ros2']",https://api.github.com/repos/AndrejOrsula/pymoveit2/branches{/branch},https://api.github.com/repos/AndrejOrsula/pymoveit2/collaborators{/collaborator},yes,no
qml_ros2_plugin,StefanFabian/qml_ros2_plugin,https://github.com/StefanFabian/qml_ros2_plugin,Connects QML and ROS2 enabling the simple creation of great looking Graphical User Interfaces for robotics applications. ,224,False,2021-07-30T11:02:27Z,2024-06-28T07:16:58Z,C++,10,"['human-robot-interface', 'qml', 'robotics', 'ros2', 'ros2-gui', 'user-interface']",https://api.github.com/repos/StefanFabian/qml_ros2_plugin/branches{/branch},https://api.github.com/repos/StefanFabian/qml_ros2_plugin/collaborators{/collaborator},yes,no
ros2-line-follower,gabrielnhn/ros2-line-follower,https://github.com/gabrielnhn/ros2-line-follower,A ROS2 package designed to have a differential drive robot follow a Robotrace track by using a camera.,1891,False,2020-12-23T22:47:55Z,2024-06-22T02:41:24Z,Python,10,"['computer-vision', 'line-follower-robot', 'opencv', 'python', 'robotics', 'ros2']",https://api.github.com/repos/gabrielnhn/ros2-line-follower/branches{/branch},https://api.github.com/repos/gabrielnhn/ros2-line-follower/collaborators{/collaborator},yes,yes
ros2_computer_vision,jmguerreroh/ros2_computer_vision,https://github.com/jmguerreroh/ros2_computer_vision,Material URJC Robotics Software Engineering Degree - Computer Vision. This project contains code examples for Computer Vision using C++ & OpenCV & PCL in ROS2,213238,False,2022-01-20T08:45:38Z,2024-07-02T15:22:35Z,Python,13,"['computer-vision', 'cpp', 'humble', 'opencv', 'pcl-library', 'robotics', 'ros2', 'urjc']",https://api.github.com/repos/jmguerreroh/ros2_computer_vision/branches{/branch},https://api.github.com/repos/jmguerreroh/ros2_computer_vision/collaborators{/collaborator},yes,no
autocore_sim,autowarefoundation/autocore_sim,https://github.com/autowarefoundation/autocore_sim,A ROS1/ROS2 Multi-robot Simulator for Autoware,27441,False,2020-05-15T07:27:36Z,2024-06-13T06:02:53Z,C#,16,[],https://api.github.com/repos/autowarefoundation/autocore_sim/branches{/branch},https://api.github.com/repos/autowarefoundation/autocore_sim/collaborators{/collaborator},yes,no
reference-system,ros-realtime/reference-system,https://github.com/ros-realtime/reference-system,A reference system that simulates real-world systems in order to more fairly compare various configurations of executors and other settings,21621,False,2021-08-27T15:12:57Z,2024-06-20T00:39:02Z,C++,27,"['cpp', 'middleware', 'ros2']",https://api.github.com/repos/ros-realtime/reference-system/branches{/branch},https://api.github.com/repos/ros-realtime/reference-system/collaborators{/collaborator},yes,no
ros2-urdf-tutorial,benbongalon/ros2-urdf-tutorial,https://github.com/benbongalon/ros2-urdf-tutorial,URDF model with robot_state_publisher to simulate a walking robot in Rviz. The latest version of this tutorial is already merged in the official ROS 2 Documentation,218,False,2020-09-21T03:11:36Z,2024-07-04T16:05:03Z,Python,14,"['rviz2', 'tutorials', 'urdf']",https://api.github.com/repos/benbongalon/ros2-urdf-tutorial/branches{/branch},https://api.github.com/repos/benbongalon/ros2-urdf-tutorial/collaborators{/collaborator},yes,yes
rclrust,rclrust/rclrust,https://github.com/rclrust/rclrust,Yet another ROS2 Rust client,9942,False,2021-07-24T01:26:34Z,2024-05-14T03:16:20Z,Rust,7,"['robotics', 'ros2', 'rust']",https://api.github.com/repos/rclrust/rclrust/branches{/branch},https://api.github.com/repos/rclrust/rclrust/collaborators{/collaborator},yes,no
emcl2_ros2,CIT-Autonomous-Robot-Lab/emcl2_ros2,https://github.com/CIT-Autonomous-Robot-Lab/emcl2_ros2,mcl with expansion resetting (version 2),2889,False,2022-11-23T06:46:12Z,2024-06-04T11:45:42Z,C++,12,"['localization', 'robotics', 'ros2']",https://api.github.com/repos/CIT-Autonomous-Robot-Lab/emcl2_ros2/branches{/branch},https://api.github.com/repos/CIT-Autonomous-Robot-Lab/emcl2_ros2/collaborators{/collaborator},yes,yes
o3de-ros2-gem,RobotecAI/o3de-ros2-gem,https://github.com/RobotecAI/o3de-ros2-gem,ROS2 Gem for O3DE,21055,False,2022-04-14T11:42:09Z,2024-05-02T17:54:13Z,,6,"['o3de', 'robotics', 'ros', 'ros2', 'simulation']",https://api.github.com/repos/RobotecAI/o3de-ros2-gem/branches{/branch},https://api.github.com/repos/RobotecAI/o3de-ros2-gem/collaborators{/collaborator},yes,no
raspimouse_ros2_examples,rt-net/raspimouse_ros2_examples,https://github.com/rt-net/raspimouse_ros2_examples,ROS 2 examples for Raspberry Pi Mouse,151,False,2020-02-28T07:53:08Z,2024-06-12T06:25:00Z,C++,8,"['joystick-control', 'opencv', 'raspberry-pi-mouse', 'raspimouse-ros2', 'ros2']",https://api.github.com/repos/rt-net/raspimouse_ros2_examples/branches{/branch},https://api.github.com/repos/rt-net/raspimouse_ros2_examples/collaborators{/collaborator},yes,yes
YOLOv5-ROS,Ar-Ray-code/YOLOv5-ROS,https://github.com/Ar-Ray-code/YOLOv5-ROS,YOLOv5 + ROS2 object detection package (Does not circumvent the AGPL),13992,False,2022-02-09T00:55:01Z,2024-06-24T05:42:48Z,Python,21,"['humble', 'object-detection', 'rclpy', 'ros2', 'yolov5']",https://api.github.com/repos/Ar-Ray-code/YOLOv5-ROS/branches{/branch},https://api.github.com/repos/Ar-Ray-code/YOLOv5-ROS/collaborators{/collaborator},yes,yes
arena_camera_ros2,lucidvisionlabs/arena_camera_ros2,https://github.com/lucidvisionlabs/arena_camera_ros2,Arena Camera driver for ROS2,275,False,2020-03-09T17:21:48Z,2024-06-21T10:22:48Z,C++,15,[],https://api.github.com/repos/lucidvisionlabs/arena_camera_ros2/branches{/branch},https://api.github.com/repos/lucidvisionlabs/arena_camera_ros2/collaborators{/collaborator},yes,no
zed-ros2-interfaces,stereolabs/zed-ros2-interfaces,https://github.com/stereolabs/zed-ros2-interfaces,ROS2 interfaces for the ZED ROS2 Wrapper,12849,False,2021-12-01T10:30:39Z,2024-06-15T16:11:04Z,CMake,10,[],https://api.github.com/repos/stereolabs/zed-ros2-interfaces/branches{/branch},https://api.github.com/repos/stereolabs/zed-ros2-interfaces/collaborators{/collaborator},yes,no
robotic_arm_environment,dvalenciar/robotic_arm_environment,https://github.com/dvalenciar/robotic_arm_environment,"Doosan robotic arm, simulation, control, visualization in Gazebo and ROS2 for Reinforcement Learning.",5740,False,2021-10-14T14:29:27Z,2024-07-05T06:51:38Z,Python,24,"['doosan', 'gazebo-simulator', 'reinforcement-learning', 'robotic-arm', 'ros2', 'roscontrol']",https://api.github.com/repos/dvalenciar/robotic_arm_environment/branches{/branch},https://api.github.com/repos/dvalenciar/robotic_arm_environment/collaborators{/collaborator},yes,yes
orca3,clydemcqueen/orca3,https://github.com/clydemcqueen/orca3,ROS2 AUV based on the BlueRobotics BlueROV2 and Navigation2,5104,False,2020-10-11T14:17:52Z,2024-07-05T00:14:22Z,C++,14,"['auv', 'bluerov2', 'gazebo-plugins', 'nav2-plugins', 'ros2']",https://api.github.com/repos/clydemcqueen/orca3/branches{/branch},https://api.github.com/repos/clydemcqueen/orca3/collaborators{/collaborator},yes,yes
ROS2-Autonomous-Driving-and-Navigation-SLAM-with-TurtleBot3,noshluk2/ROS2-Autonomous-Driving-and-Navigation-SLAM-with-TurtleBot3,https://github.com/noshluk2/ROS2-Autonomous-Driving-and-Navigation-SLAM-with-TurtleBot3,This is repository for the course ROS2 Autonomous Driving and SLAM using NAV2 with TurtleBot3 on Udemy. ,46048,False,2019-07-08T20:26:58Z,2024-06-20T06:07:57Z,Python,27,"['autonomous-driving', 'autonomous-robots', 'gazebo', 'maze', 'maze-solver', 'nav2', 'ros2', 'ros2-humble', 'slam', 'turtlebot3']",https://api.github.com/repos/noshluk2/ROS2-Autonomous-Driving-and-Navigation-SLAM-with-TurtleBot3/branches{/branch},https://api.github.com/repos/noshluk2/ROS2-Autonomous-Driving-and-Navigation-SLAM-with-TurtleBot3/collaborators{/collaborator},yes,yes
autoware_msgs,autowarefoundation/autoware_msgs,https://github.com/autowarefoundation/autoware_msgs,,231,False,2022-03-16T13:18:06Z,2024-07-02T08:01:54Z,CMake,45,"['autoware', 'ros', 'ros2']",https://api.github.com/repos/autowarefoundation/autoware_msgs/branches{/branch},https://api.github.com/repos/autowarefoundation/autoware_msgs/collaborators{/collaborator},yes,no
ros2_multi_agent_passage,proroklab/ros2_multi_agent_passage,https://github.com/proroklab/ros2_multi_agent_passage,,303,False,2022-02-27T19:48:45Z,2024-07-03T04:33:08Z,Python,11,[],https://api.github.com/repos/proroklab/ros2_multi_agent_passage/branches{/branch},https://api.github.com/repos/proroklab/ros2_multi_agent_passage/collaborators{/collaborator},yes,yes
sjtu_drone,NovoG93/sjtu_drone,https://github.com/NovoG93/sjtu_drone, ROS/ ROS 2 Gazebo quadcopter simulator. ,8386,False,2021-09-08T09:41:33Z,2024-06-30T02:30:28Z,Python,55,"['drone', 'gazebo', 'gazebo-ros', 'ros2']",https://api.github.com/repos/NovoG93/sjtu_drone/branches{/branch},https://api.github.com/repos/NovoG93/sjtu_drone/collaborators{/collaborator},yes,yes
pinklab_minibot_robot,byeongkyu/pinklab_minibot_robot,https://github.com/byeongkyu/pinklab_minibot_robot,PinkLab MiniBot ROS2 Packages,18731,False,2022-12-27T02:46:23Z,2024-04-04T06:39:27Z,Python,9,[],https://api.github.com/repos/byeongkyu/pinklab_minibot_robot/branches{/branch},https://api.github.com/repos/byeongkyu/pinklab_minibot_robot/collaborators{/collaborator},yes,yes
velodyne_simulator,ToyotaResearchInstitute/velodyne_simulator,https://github.com/ToyotaResearchInstitute/velodyne_simulator,ROS2 Fork from https://bitbucket.org/DataspeedInc/velodyne_simulator.git,446,False,2019-11-26T17:05:07Z,2024-06-07T08:52:57Z,C++,21,[],https://api.github.com/repos/ToyotaResearchInstitute/velodyne_simulator/branches{/branch},https://api.github.com/repos/ToyotaResearchInstitute/velodyne_simulator/collaborators{/collaborator},yes,yes
studio,foxglove/studio,https://github.com/foxglove/studio,Robotics visualization and debugging,33080,False,2021-02-12T01:56:16Z,2024-07-04T08:40:40Z,,440,"['electron', 'javascript', 'robotics', 'ros', 'ros2', 'rosbag', 'typescript', 'visualization', 'web']",https://api.github.com/repos/foxglove/studio/branches{/branch},https://api.github.com/repos/foxglove/studio/collaborators{/collaborator},yes,no
autoware_core_universe_prototype,autowarefoundation/autoware_core_universe_prototype,https://github.com/autowarefoundation/autoware_core_universe_prototype,Autoware - the world's leading open-source software project for autonomous driving,212,False,2021-11-19T03:04:09Z,2024-06-03T10:47:58Z,Shell,56,"['autonomous-driving', 'autonomous-vehicles', 'autoware', 'ros', 'ros2']",https://api.github.com/repos/autowarefoundation/autoware_core_universe_prototype/branches{/branch},https://api.github.com/repos/autowarefoundation/autoware_core_universe_prototype/collaborators{/collaborator},yes,no
roverrobotics_ros2,RoverRobotics/roverrobotics_ros2,https://github.com/RoverRobotics/roverrobotics_ros2,Rover Robotics ROS2 Packages,73777,False,2023-06-14T16:23:23Z,2024-06-27T14:40:36Z,C++,7,[],https://api.github.com/repos/RoverRobotics/roverrobotics_ros2/branches{/branch},https://api.github.com/repos/RoverRobotics/roverrobotics_ros2/collaborators{/collaborator},yes,yes
interbotix_ros_manipulators,Interbotix/interbotix_ros_manipulators,https://github.com/Interbotix/interbotix_ros_manipulators,ROS Packages for Interbotix Arms,14339,False,2020-10-22T18:46:20Z,2024-07-01T16:32:29Z,Python,75,"['interbotix', 'manipulator', 'robotics', 'ros', 'ros2']",https://api.github.com/repos/Interbotix/interbotix_ros_manipulators/branches{/branch},https://api.github.com/repos/Interbotix/interbotix_ros_manipulators/collaborators{/collaborator},yes,no
crazyflie_ros2_experimental,knmcguire/crazyflie_ros2_experimental,https://github.com/knmcguire/crazyflie_ros2_experimental,,26056,False,2022-05-20T08:12:56Z,2024-05-01T00:04:03Z,Python,12,[],https://api.github.com/repos/knmcguire/crazyflie_ros2_experimental/branches{/branch},https://api.github.com/repos/knmcguire/crazyflie_ros2_experimental/collaborators{/collaborator},yes,yes
ROS-ROS2-BOOKS,lovelyyoshino/ROS-ROS2-BOOKS,https://github.com/lovelyyoshino/ROS-ROS2-BOOKS,从ROS1到ROS2无人机编程实战指南,23397,False,2022-06-16T14:22:24Z,2024-06-27T16:07:51Z,C,8,[],https://api.github.com/repos/lovelyyoshino/ROS-ROS2-BOOKS/branches{/branch},https://api.github.com/repos/lovelyyoshino/ROS-ROS2-BOOKS/collaborators{/collaborator},yes,no
px4-ros2-interface-lib,Auterion/px4-ros2-interface-lib,https://github.com/Auterion/px4-ros2-interface-lib,Library to interface with PX4 from a companion computer using ROS 2,984,False,2023-10-18T12:43:15Z,2024-06-28T13:35:07Z,C++,12,[],https://api.github.com/repos/Auterion/px4-ros2-interface-lib/branches{/branch},https://api.github.com/repos/Auterion/px4-ros2-interface-lib/collaborators{/collaborator},yes,no
ros2_data_collection,Minipada/ros2_data_collection,https://github.com/Minipada/ros2_data_collection,"Collect, validate and send data reliably from ROS 2 to create APIs and dashboards.",96257,False,2023-02-08T10:43:38Z,2024-06-08T22:10:21Z,C++,6,"['data-collection', 'robotics', 'ros2']",https://api.github.com/repos/Minipada/ros2_data_collection/branches{/branch},https://api.github.com/repos/Minipada/ros2_data_collection/collaborators{/collaborator},yes,yes
robomaster_ros,jeguzzi/robomaster_ros,https://github.com/jeguzzi/robomaster_ros,ROS2 for DJI Robomaster EP and S1,9475,False,2021-02-05T19:56:32Z,2024-06-28T07:39:01Z,Python,9,"['robomaster', 'ros2']",https://api.github.com/repos/jeguzzi/robomaster_ros/branches{/branch},https://api.github.com/repos/jeguzzi/robomaster_ros/collaborators{/collaborator},yes,yes
ifm3d-ros2,ifm/ifm3d-ros2,https://github.com/ifm/ifm3d-ros2,ifm pmd-based 3D ToF Camera ROS2 Package,2839,False,2019-06-06T16:53:08Z,2024-04-08T12:35:33Z,C++,11,[],https://api.github.com/repos/ifm/ifm3d-ros2/branches{/branch},https://api.github.com/repos/ifm/ifm3d-ros2/collaborators{/collaborator},yes,yes
autoware.universe,autowarefoundation/autoware.universe,https://github.com/autowarefoundation/autoware.universe,,1880416,False,2021-11-19T02:59:37Z,2024-07-05T11:49:33Z,C++,566,"['3d-map', 'autonomous-driving', 'autonomous-vehicles', 'autoware', 'calibration', 'planner', 'ros', 'ros2', 'self-driving-car']",https://api.github.com/repos/autowarefoundation/autoware.universe/branches{/branch},https://api.github.com/repos/autowarefoundation/autoware.universe/collaborators{/collaborator},yes,yes
marathon_ros2,IntelligentRoboticsLabs/marathon_ros2,https://github.com/IntelligentRoboticsLabs/marathon_ros2,,277,False,2020-02-05T11:02:13Z,2024-05-03T12:53:01Z,Python,7,[],https://api.github.com/repos/IntelligentRoboticsLabs/marathon_ros2/branches{/branch},https://api.github.com/repos/IntelligentRoboticsLabs/marathon_ros2/collaborators{/collaborator},yes,yes
SMACC2,robosoft-ai/SMACC2,https://github.com/robosoft-ai/SMACC2,"An Event-Driven, Asynchronous, Behavioral State Machine Library for ROS2 (Robotic Operating System) applications written in C++ ",43357,False,2020-09-30T18:19:36Z,2024-07-05T07:31:52Z,C++,36,"['cplusplus', 'cpp', 'mobile-robots', 'mobilerobots', 'moveit2', 'nav2', 'ros2', 'ros2-foxy', 'ros2-galactic', 'ros2-humble', 'ros2-rolling', 'state-machine']",https://api.github.com/repos/robosoft-ai/SMACC2/branches{/branch},https://api.github.com/repos/robosoft-ai/SMACC2/collaborators{/collaborator},yes,no
Racing-LMPC-ROS2,MPC-Berkeley/Racing-LMPC-ROS2,https://github.com/MPC-Berkeley/Racing-LMPC-ROS2,C++ ROS2 packages that implement learning model predictive control for real-world autonomous race cars.,9232,False,2023-09-08T06:18:02Z,2024-06-14T02:31:22Z,C++,7,[],https://api.github.com/repos/MPC-Berkeley/Racing-LMPC-ROS2/branches{/branch},https://api.github.com/repos/MPC-Berkeley/Racing-LMPC-ROS2/collaborators{/collaborator},yes,yes
ros2-mocap_optitrack,tud-phi/ros2-mocap_optitrack,https://github.com/tud-phi/ros2-mocap_optitrack,ROS2 package for motion capture of soft robots with Optitrack cameras,1269,False,2021-09-10T14:45:55Z,2024-06-27T09:05:39Z,C++,11,"['motion-capture', 'optitrack', 'ros2']",https://api.github.com/repos/tud-phi/ros2-mocap_optitrack/branches{/branch},https://api.github.com/repos/tud-phi/ros2-mocap_optitrack/collaborators{/collaborator},yes,yes
pcdet_ros2,pradhanshrijal/pcdet_ros2,https://github.com/pradhanshrijal/pcdet_ros2,ROS 2 Wrapper for OpenPCDet,639,False,2023-03-07T17:14:54Z,2024-06-25T00:45:33Z,Python,6,[],https://api.github.com/repos/pradhanshrijal/pcdet_ros2/branches{/branch},https://api.github.com/repos/pradhanshrijal/pcdet_ros2/collaborators{/collaborator},yes,yes
ros2-ublox-zedf9p,gokulp01/ros2-ublox-zedf9p,https://github.com/gokulp01/ros2-ublox-zedf9p,ROS2 drivers for U-blox ZED F9P,612,False,2023-07-11T19:30:30Z,2024-06-30T06:01:02Z,C++,11,"['gnss', 'gps', 'gps-driver', 'ros-driver', 'ros2', 'ros2-foxy', 'ros2-galactic', 'ublox', 'ublox-gps', 'ublox-gps-driver', 'ublox-gps-modules']",https://api.github.com/repos/gokulp01/ros2-ublox-zedf9p/branches{/branch},https://api.github.com/repos/gokulp01/ros2-ublox-zedf9p/collaborators{/collaborator},yes,yes
ros-gst-bridge,BrettRD/ros-gst-bridge,https://github.com/BrettRD/ros-gst-bridge,a bidirectional ros to gstreamer bridge and utilities for dynamic pipelines,1258,False,2020-05-09T02:35:40Z,2024-06-29T07:55:04Z,C++,28,"['gstreamer', 'ros', 'ros2', 'webrtc']",https://api.github.com/repos/BrettRD/ros-gst-bridge/branches{/branch},https://api.github.com/repos/BrettRD/ros-gst-bridge/collaborators{/collaborator},yes,yes
PX4-ROS2-Gazebo-YOLOv8,monemati/PX4-ROS2-Gazebo-YOLOv8,https://github.com/monemati/PX4-ROS2-Gazebo-YOLOv8,Aerial Object Detection using a Drone with PX4 Autopilot and ROS 2. PX4 SITL and Gazebo Garden used for Simulation. YOLOv8 used for Object Detection.,37038,False,2023-09-09T10:37:04Z,2024-07-05T08:36:15Z,Python,9,"['gazebo', 'object-detection', 'px4', 'px4-autopilot', 'px4-ros2-gazebo', 'pygame', 'ros', 'ros2', 'ros2-humble', 'simulation', 'sitl', 'yolo', 'yolov8']",https://api.github.com/repos/monemati/PX4-ROS2-Gazebo-YOLOv8/branches{/branch},https://api.github.com/repos/monemati/PX4-ROS2-Gazebo-YOLOv8/collaborators{/collaborator},yes,no
neuronbot2,Adlink-ROS/neuronbot2,https://github.com/Adlink-ROS/neuronbot2,"NeuronBot2 is the newest version of NeuronBot made by Adlink, which fully supports ROS1 and ROS2.",45213,False,2019-11-15T10:08:26Z,2024-07-05T03:36:10Z,Python,38,[],https://api.github.com/repos/Adlink-ROS/neuronbot2/branches{/branch},https://api.github.com/repos/Adlink-ROS/neuronbot2/collaborators{/collaborator},yes,yes
ros2_rover,mgonzs13/ros2_rover,https://github.com/mgonzs13/ros2_rover,A version of Sawppy the Rover for ROS 2,25108,False,2021-08-28T11:14:38Z,2024-06-26T06:39:07Z,Python,5,"['gazebo', 'ros2', 'rover', 'swappy']",https://api.github.com/repos/mgonzs13/ros2_rover/branches{/branch},https://api.github.com/repos/mgonzs13/ros2_rover/collaborators{/collaborator},yes,yes
ros2_qt_demo,chengyangkj/ros2_qt_demo,https://github.com/chengyangkj/ros2_qt_demo,,722,False,2021-11-01T14:22:01Z,2024-02-01T11:40:41Z,C++,12,[],https://api.github.com/repos/chengyangkj/ros2_qt_demo/branches{/branch},https://api.github.com/repos/chengyangkj/ros2_qt_demo/collaborators{/collaborator},yes,no
ros2-igt,acceleration-robotics/ros2-igt,https://github.com/acceleration-robotics/ros2-igt,,67262,False,2021-05-21T12:31:31Z,2024-05-22T17:32:20Z,Python,7,[],https://api.github.com/repos/acceleration-robotics/ros2-igt/branches{/branch},https://api.github.com/repos/acceleration-robotics/ros2-igt/collaborators{/collaborator},yes,yes
oxts_ros2_driver,OxfordTechnicalSolutions/oxts_ros2_driver,https://github.com/OxfordTechnicalSolutions/oxts_ros2_driver,ROS2 driver for OxTS Inertial Navigation Systems,18033,False,2021-10-13T12:48:27Z,2024-06-18T02:41:28Z,C,14,"['cplusplus', 'oxts', 'ros2']",https://api.github.com/repos/OxfordTechnicalSolutions/oxts_ros2_driver/branches{/branch},https://api.github.com/repos/OxfordTechnicalSolutions/oxts_ros2_driver/collaborators{/collaborator},yes,yes
tello-ros2-gazebo,TIERS/tello-ros2-gazebo,https://github.com/TIERS/tello-ros2-gazebo,,12318,False,2021-11-17T14:07:45Z,2024-06-30T00:53:35Z,C++,8,[],https://api.github.com/repos/TIERS/tello-ros2-gazebo/branches{/branch},https://api.github.com/repos/TIERS/tello-ros2-gazebo/collaborators{/collaborator},yes,no
ROS2-Ultimate-learners-Repository,noshluk2/ROS2-Ultimate-learners-Repository,https://github.com/noshluk2/ROS2-Ultimate-learners-Repository,,8448,False,2021-05-29T13:00:15Z,2024-07-01T13:07:58Z,Python,10,[],https://api.github.com/repos/noshluk2/ROS2-Ultimate-learners-Repository/branches{/branch},https://api.github.com/repos/noshluk2/ROS2-Ultimate-learners-Repository/collaborators{/collaborator},yes,yes
mobile_robotics_ROS2,Robotisim/mobile_robotics_ROS2,https://github.com/Robotisim/mobile_robotics_ROS2,This repository will be carrying code for basics of mobile robotics with ros2 implementation in CPP,11505,False,2023-05-04T08:38:24Z,2024-06-22T20:07:45Z,C++,9,"['mobilerobots', 'robotics', 'ros2']",https://api.github.com/repos/Robotisim/mobile_robotics_ROS2/branches{/branch},https://api.github.com/repos/Robotisim/mobile_robotics_ROS2/collaborators{/collaborator},yes,yes
hdl-localization-ROS2,pyc5714/hdl-localization-ROS2,https://github.com/pyc5714/hdl-localization-ROS2,,21900,False,2023-06-16T07:18:35Z,2024-06-07T11:12:38Z,C++,8,[],https://api.github.com/repos/pyc5714/hdl-localization-ROS2/branches{/branch},https://api.github.com/repos/pyc5714/hdl-localization-ROS2/collaborators{/collaborator},yes,yes
flexiv_ros2,flexivrobotics/flexiv_ros2,https://github.com/flexivrobotics/flexiv_ros2,ROS 2 integration of RDK for Flexiv robots.,5000,False,2022-07-21T08:32:21Z,2024-06-26T00:44:54Z,C++,8,"['flexiv', 'moveit2', 'robotics', 'ros-foxy', 'ros2']",https://api.github.com/repos/flexivrobotics/flexiv_ros2/branches{/branch},https://api.github.com/repos/flexivrobotics/flexiv_ros2/collaborators{/collaborator},yes,yes
rtt_ros2_integration,orocos/rtt_ros2_integration,https://github.com/orocos/rtt_ros2_integration,Orocos ROS 2 integration libraries and tools,268,False,2020-05-21T17:09:44Z,2024-06-24T00:55:27Z,C++,8,[],https://api.github.com/repos/orocos/rtt_ros2_integration/branches{/branch},https://api.github.com/repos/orocos/rtt_ros2_integration/collaborators{/collaborator},yes,no
nvidia-egl-desktop-ros2,atinfinity/nvidia-egl-desktop-ros2,https://github.com/atinfinity/nvidia-egl-desktop-ros2,This is a Dockerfile to use ROS2 on KDE Plasma Desktop container with NVIDIA GPU.,1000,False,2022-04-16T21:45:17Z,2024-06-30T03:49:45Z,Dockerfile,7,[],https://api.github.com/repos/atinfinity/nvidia-egl-desktop-ros2/branches{/branch},https://api.github.com/repos/atinfinity/nvidia-egl-desktop-ros2/collaborators{/collaborator},yes,no
vizanti,MoffKalast/vizanti,https://github.com/MoffKalast/vizanti,A mission planner and visualizer for controlling outdoor ROS robots.,4803,False,2023-04-26T16:53:58Z,2024-06-25T09:22:52Z,JavaScript,26,"['flask', 'ros', 'ros2', 'rosbridge']",https://api.github.com/repos/MoffKalast/vizanti/branches{/branch},https://api.github.com/repos/MoffKalast/vizanti/collaborators{/collaborator},yes,yes
ros2_pi_gpio,mlherd/ros2_pi_gpio,https://github.com/mlherd/ros2_pi_gpio,ROS 2 package to control Raspberry Pi GPIO pins,12043,False,2020-04-11T00:28:29Z,2024-06-23T11:06:48Z,Python,10,[],https://api.github.com/repos/mlherd/ros2_pi_gpio/branches{/branch},https://api.github.com/repos/mlherd/ros2_pi_gpio/collaborators{/collaborator},yes,no
